id,wrkstat,marital,agewed,sibs,childs,age,birthmo,zodiac,educ,degree,padeg,madeg,sex,race,rincom91
698,1,5,0,3,1,43,4,1,14,1,0,0,2,2,15
701,1,3,18,3,2,45,6,3,14,2,0,0,2,1,22
702,1,1,19,2,1,26,1,10,13,1,0,1,1,1,14
703,1,5,0,2,0,42,6,3,14,2,0,0,1,1,17
704,1,1,24,2,3,41,3,12,12,1,0,1,1,1,12
707,4,1,17,4,0,49,7,4,9,0,0,0,2,1,5
708,1,3,22,4,2,41,10,7,12,1,0,0,1,1,12
711,1,1,33,2,1,42,2,12,14,2,0,0,2,1,12
712,1,1,21,5,2,26,12,9,12,1,0,1,1,2,12
714,1,2,14,3,4,57,12,9,8,0,0,7,2,1,10
716,1,1,19,4,2,50,3,12,12,1,0,0,2,1,9
717,1,1,22,1,2,43,8,5,18,4,1,0,2,1,16
718,1,1,23,3,1,30,2,12,16,3,4,2,2,1,11
719,1,2,26,7,2,58,4,1,14,2,0,7,1,1,9
723,1,1,18,4,5,50,10,7,9,0,0,0,2,1,22
726,1,1,27,3,1,33,7,4,18,3,4,1,1,1,22
727,1,1,22,3,1,36,11,8,12,1,0,1,1,1,22
728,1,1,26,9,3,82,9,6,16,3,0,0,1,1,21
729,1,5,0,2,0,36,12,9,18,3,4,1,2,1,13
730,1,1,17,2,2,48,3,1,12,1,8,8,2,1,22
731,1,1,23,1,1,27,7,4,16,3,1,1,2,1,11
734,1,3,15,2,2,37,3,12,13,1,0,0,2,1,9
735,4,1,20,8,1,28,6,3,9,0,7,0,1,3,3
736,2,5,0,3,0,21,2,12,12,1,1,1,2,3,4
737,1,4,19,8,2,39,6,3,12,1,0,0,2,2,10
738,2,1,22,5,5,63,7,4,2,0,0,0,1,3,20
739,1,1,19,4,1,23,6,3,12,1,1,1,1,3,14
740,3,5,0,2,0,18,2,11,11,0,1,1,2,1,4
741,1,1,20,4,1,24,3,1,13,1,0,0,1,1,13
743,1,3,21,2,0,31,9,7,12,1,0,0,1,1,9
745,1,1,21,3,1,47,12,9,14,2,0,0,1,2,18
748,3,1,16,0,3,48,4,1,16,4,0,1,2,3,16
750,2,5,0,5,1,23,12,10,13,1,0,1,2,3,2
755,1,1,27,2,1,46,11,8,14,1,1,1,1,1,14
756,1,1,23,5,2,35,3,1,17,3,0,0,2,3,17
757,1,4,18,7,3,34,2,11,13,1,7,0,1,2,15
758,2,2,17,9,8,67,4,2,6,0,0,0,1,2,2
761,1,1,19,5,3,47,5,2,7,0,0,0,1,2,13
765,1,1,22,1,3,42,4,1,12,1,3,1,1,1,22
766,4,3,26,6,2,46,9,6,11,0,7,0,2,1,7
767,2,1,19,3,2,40,12,10,15,2,7,1,2,1,1
769,1,1,27,11,2,46,2,11,16,3,1,1,2,3,8
770,4,5,0,1,0,20,6,3,13,0,7,2,1,1,6
772,1,3,30,4,0,38,4,1,14,1,7,1,2,1,16
773,1,1,18,2,4,38,7,4,12,1,1,0,1,1,14
775,1,1,24,2,4,56,1,10,12,1,0,0,1,1,19
777,2,1,20,9,4,74,7,4,7,0,0,0,1,1,4
779,5,1,18,10,3,57,5,3,10,0,0,0,1,1,4
785,1,5,0,2,0,20,4,2,12,1,1,0,2,1,7
786,1,1,40,2,2,43,7,5,16,3,1,1,1,1,18
787,1,1,17,3,2,39,7,4,14,1,1,1,2,1,15
788,1,1,32,4,3,48,9,6,16,3,1,1,1,1,17
789,2,1,19,1,3,52,9,6,13,1,1,1,2,1,1
790,5,1,23,0,2,82,12,9,19,4,4,8,1,1,9
792,1,1,20,4,1,38,5,2,14,2,1,0,1,1,11
793,1,3,19,2,3,44,3,12,13,1,0,0,2,1,12
795,1,1,22,2,4,35,12,9,16,3,1,0,1,1,16
798,1,5,0,7,0,24,3,12,13,1,4,1,1,1,3
803,1,5,0,13,1,37,3,12,18,4,0,0,2,1,14
804,1,1,25,4,2,55,4,1,17,4,0,1,1,1,18
809,1,1,24,6,1,38,6,3,18,4,0,0,2,1,15
810,2,1,28,11,2,40,7,5,15,2,0,0,1,3,11
811,1,3,19,6,1,62,3,12,16,3,7,1,2,1,14
812,1,5,0,2,0,30,2,11,20,4,7,2,1,1,20
813,1,5,0,2,0,49,6,3,20,4,3,3,1,1,22
814,1,1,23,4,2,43,11,8,18,4,3,1,1,1,21
815,8,1,36,0,7,41,3,1,14,1,3,0,1,2,7
818,4,1,20,9,3,36,2,11,8,0,0,0,1,3,9
819,2,4,45,1,1,52,5,3,6,0,1,1,2,2,7
820,1,1,17,0,2,99,99,99,12,1,4,2,2,1,21
821,1,5,0,2,0,47,12,10,16,3,1,1,1,1,21
822,1,5,0,3,0,32,4,2,16,3,1,0,1,1,21
824,1,1,27,3,0,35,8,5,16,3,0,1,2,1,18
825,1,1,23,2,1,31,10,7,16,3,1,1,2,1,15
826,1,1,30,11,2,40,9,6,18,4,4,1,1,1,21
827,1,5,0,1,0,30,3,12,16,3,7,0,2,3,22
828,1,1,30,6,0,51,2,11,12,1,0,0,1,1,19
831,1,5,0,2,0,24,6,3,15,1,2,1,1,2,15
832,1,1,25,3,3,38,6,3,16,3,3,3,1,1,21
833,1,1,24,2,2,74,5,2,12,1,0,0,1,1,21
834,5,1,24,1,3,60,2,12,16,3,3,7,2,1,21
835,1,1,25,8,2,63,6,3,14,2,8,0,2,1,16
837,1,1,19,1,5,51,12,10,10,0,0,1,1,1,15
840,1,5,0,4,0,33,1,10,16,3,0,1,1,1,19
841,1,5,0,1,0,27,8,5,20,4,1,1,1,1,11
842,1,5,0,3,0,22,7,4,12,1,7,1,2,2,11
843,1,1,25,1,2,40,10,7,13,1,0,1,1,1,18
845,2,4,18,3,4,33,6,4,12,1,0,1,2,1,1
846,1,3,28,4,0,43,11,9,12,1,0,3,2,3,15
849,1,1,32,3,1,35,10,7,20,4,0,1,1,1,18
850,6,5,0,2,0,22,8,5,16,3,1,1,2,1,2
852,1,5,0,2,0,39,12,9,18,4,9,9,1,1,16
853,1,3,99,7,3,40,8,6,18,4,1,1,1,1,19
855,6,5,0,3,0,19,99,99,13,1,4,1,1,1,5
857,1,1,24,2,1,34,3,1,16,4,4,4,1,1,20
860,1,2,20,5,2,77,9,6,12,1,1,1,2,1,18
862,3,1,22,3,1,44,1,11,16,3,1,1,1,1,18
863,2,1,36,4,0,41,6,3,15,4,1,1,2,3,3
865,1,1,23,2,2,53,8,5,14,1,9,9,2,1,17
867,1,1,23,9,4,32,3,1,12,0,9,0,1,1,13
868,1,1,20,1,3,39,3,12,14,1,0,0,2,3,13
869,3,1,21,2,2,55,1,10,16,3,0,0,2,1,13
870,1,1,17,6,4,47,8,5,11,0,1,0,2,1,12
871,1,1,24,4,5,43,5,2,13,1,0,0,1,1,17
872,3,5,0,1,0,37,3,1,14,1,0,0,1,1,16
873,1,3,31,1,0,46,2,11,15,1,4,1,1,1,19
875,1,3,22,4,2,57,5,2,14,1,1,1,2,1,18
876,1,5,0,2,0,28,6,3,17,3,0,1,2,1,15
878,2,3,50,4,0,56,7,4,18,4,1,0,1,1,2
879,2,5,0,4,0,33,11,8,14,1,9,9,2,1,9
880,1,5,0,2,0,26,2,12,10,1,1,1,1,3,19
881,1,1,20,7,2,45,3,12,14,1,1,0,2,1,16
882,1,1,22,3,4,44,10,8,12,1,4,1,1,1,17
884,1,3,22,2,2,46,12,9,14,2,4,1,2,1,19
885,1,1,16,2,2,55,7,4,12,1,7,1,2,1,16
886,1,1,29,3,2,36,8,6,16,3,1,1,1,1,19
887,1,5,0,2,1,25,12,9,13,1,1,3,2,1,14
890,2,1,20,4,2,25,10,7,12,1,0,1,2,1,9
894,2,1,19,1,2,47,11,8,12,1,1,1,2,1,12
895,1,1,24,6,2,49,7,4,13,1,0,0,1,1,19
896,1,1,25,6,1,52,2,12,10,0,8,8,1,1,11
897,4,1,29,3,2,46,2,11,14,2,1,1,1,1,17
898,1,1,19,6,2,39,10,7,13,1,8,1,1,1,20
900,1,1,19,2,0,27,3,1,16,3,7,1,2,1,19
905,2,4,20,2,2,26,5,3,11,0,7,1,2,2,10
906,1,4,20,3,3,38,8,5,12,1,0,0,2,2,15
909,5,1,21,2,3,57,10,7,12,1,0,1,2,1,13
910,1,3,21,2,2,38,8,6,18,4,3,1,1,1,20
911,1,5,0,6,0,29,12,10,14,1,1,1,1,1,22
912,1,1,22,2,0,47,7,4,19,4,1,1,1,1,4
915,1,1,23,5,5,38,10,8,13,1,1,1,2,1,4
916,2,5,0,9,0,22,5,2,15,1,3,3,1,1,2
917,3,5,0,4,0,40,8,5,12,1,1,1,1,1,18
918,1,3,18,3,2,43,12,9,12,1,8,8,2,2,16
919,1,3,19,7,1,42,4,1,13,1,1,0,2,1,15
923,1,3,18,2,3,60,3,12,12,1,0,1,1,1,15
927,1,1,20,5,1,47,12,10,6,0,1,1,1,1,15
930,1,1,27,4,2,36,8,6,16,3,4,4,1,1,17
931,1,1,20,2,4,45,11,8,16,3,3,1,1,1,17
932,1,1,27,5,2,53,4,2,18,4,3,1,1,1,15
933,4,3,22,1,2,58,5,2,16,3,3,1,1,1,1
934,1,3,18,2,1,44,10,8,12,1,1,7,2,1,14
935,1,1,27,4,1,49,5,3,16,3,3,1,1,3,21
937,1,3,19,0,2,57,11,8,16,3,1,1,2,1,19
938,2,5,0,1,0,66,9,6,16,3,1,2,2,1,15
939,1,1,21,4,3,39,1,10,12,1,0,0,2,1,13
940,1,3,27,2,0,48,4,2,12,1,1,1,2,1,14
941,2,3,20,2,0,38,7,4,12,1,1,0,2,1,9
944,1,1,22,4,4,32,3,12,9,0,0,0,2,1,11
947,1,3,20,6,5,41,12,9,15,1,1,0,1,2,8
948,1,4,24,2,1,34,10,7,14,2,0,2,2,2,14
949,7,5,0,11,2,26,7,4,12,1,7,1,2,2,11
950,1,5,0,2,0,39,12,9,16,3,3,1,2,1,16
951,1,1,19,3,3,41,2,11,19,4,7,1,2,1,20
955,1,1,14,4,8,56,9,6,10,0,1,8,2,2,15
958,1,4,19,2,4,35,7,5,10,0,7,1,2,2,16
959,1,1,26,3,2,32,3,1,15,1,7,1,1,2,14
960,1,2,18,4,5,49,11,8,11,1,7,0,2,2,15
961,1,5,0,7,0,28,6,3,12,1,1,0,1,1,14
962,1,1,22,5,3,45,3,12,19,4,3,1,1,1,21
963,1,1,26,3,0,28,4,1,18,4,1,1,1,1,16
965,1,1,27,2,2,35,10,8,19,4,1,1,1,1,18
966,3,2,18,2,2,59,7,5,12,1,2,4,2,1,16
967,1,5,0,3,0,31,6,3,12,1,0,1,2,1,14
969,3,3,25,5,4,44,11,8,14,1,0,0,2,2,5
971,4,5,0,15,0,24,4,2,12,1,0,0,2,2,2
972,1,3,16,7,4,41,1,10,11,1,7,0,2,2,11
975,2,1,18,5,4,40,12,9,12,1,0,0,2,1,2
976,1,1,26,2,0,31,2,12,19,4,2,4,2,2,19
977,2,3,29,11,2,43,5,3,13,1,8,1,2,2,2
978,1,5,0,2,0,30,6,4,14,2,7,1,2,2,16
979,1,1,24,1,1,29,2,12,18,2,4,3,1,2,17
980,5,2,21,4,0,65,12,9,9,0,0,0,2,2,7
981,2,1,18,2,2,23,5,2,12,1,0,1,2,1,6
982,1,5,0,4,1,28,4,2,13,1,0,0,2,2,15
985,7,1,30,9,2,42,5,3,18,4,0,0,2,2,11
986,1,5,0,6,1,31,3,12,16,3,7,1,2,2,15
987,1,3,26,3,1,50,1,10,16,3,3,1,2,1,13
988,1,4,21,0,4,50,8,5,14,2,2,2,1,1,21
989,1,1,23,2,1,29,12,9,12,1,1,1,2,1,9
990,1,5,0,1,0,25,12,9,17,3,3,3,1,1,10
991,1,5,0,1,0,39,4,1,18,3,0,0,2,1,16
996,1,1,21,3,3,38,8,5,19,3,4,3,1,1,21
997,1,1,22,1,1,39,7,4,17,4,1,1,1,1,22
998,1,1,21,3,2,37,1,10,13,1,1,1,2,1,9
1001,1,1,29,2,4,65,6,4,16,3,3,2,1,1,21
1002,1,1,21,0,7,58,10,8,16,3,1,1,1,1,19
1004,1,1,23,1,2,40,3,12,18,3,1,1,2,1,11
1006,4,1,25,1,0,41,7,4,16,3,3,1,1,1,18
1007,1,1,28,5,0,30,5,2,16,3,0,1,1,1,12
1008,1,1,27,2,2,47,2,11,20,4,1,1,1,1,21
1009,1,1,21,3,1,49,8,5,14,1,1,2,2,1,21
1011,2,1,21,2,3,43,8,5,16,3,2,3,2,1,9
1012,1,1,23,4,2,35,12,9,15,2,1,1,2,1,3
1014,3,1,21,7,4,37,12,9,13,1,3,4,2,1,2
1016,1,1,21,1,2,58,3,12,14,1,7,0,1,1,21
1017,1,5,0,3,0,23,6,3,16,3,3,3,2,1,5
1018,1,1,28,1,0,30,6,4,16,3,1,1,2,1,18
1020,2,5,0,12,1,32,12,9,11,0,7,0,1,2,6
1023,1,1,19,0,6,61,7,4,12,1,0,0,2,2,8
1024,5,1,29,15,2,75,10,7,12,1,0,0,2,2,10
1025,1,1,19,6,0,41,2,12,12,1,7,0,1,2,11
1026,1,1,24,2,1,27,11,9,16,3,3,3,2,1,17
1028,2,1,23,3,2,38,8,5,13,1,4,1,2,1,2
1029,1,1,18,4,3,56,4,1,10,1,0,1,1,1,15
1030,1,5,0,2,0,25,8,6,16,3,4,1,2,1,12
1031,1,1,22,2,1,28,3,12,13,1,1,1,2,1,11
1033,1,5,0,8,0,31,7,4,12,1,8,1,1,1,9
1035,1,1,27,4,1,31,1,10,13,1,1,1,1,1,13
1036,1,1,18,2,1,26,8,5,13,1,7,1,1,1,10
1037,1,1,19,3,3,31,2,11,14,1,7,0,1,1,13
1038,1,1,21,9,2,42,4,2,14,1,1,1,1,1,15
1039,2,5,0,1,0,23,8,5,16,1,7,1,2,1,4
1042,1,5,0,1,0,24,3,12,14,1,7,1,2,2,16
1043,1,1,31,5,2,38,11,8,16,3,3,3,1,1,15
1044,1,3,26,1,4,45,11,8,13,1,8,8,1,1,18
1045,2,5,0,3,0,30,9,6,11,1,1,1,1,1,10
1046,1,1,33,3,0,38,4,1,15,2,1,1,2,1,16
1049,1,1,20,3,1,52,7,4,12,1,7,1,1,1,14
1050,1,4,19,7,5,44,8,5,12,1,7,0,2,2,10
1052,1,1,23,0,1,25,6,3,14,1,2,1,1,1,11
1054,7,1,25,2,2,26,2,11,12,1,7,3,2,1,1
1055,1,1,26,8,0,39,5,3,16,3,4,3,2,3,11
1056,1,1,27,3,0,33,11,8,14,1,7,0,2,2,22
1057,1,1,23,1,3,56,6,4,19,4,4,4,1,1,21
1058,1,1,21,1,0,46,7,4,18,4,0,1,2,1,21
1059,1,1,20,2,0,45,9,6,16,4,3,3,2,1,21
1061,1,3,22,12,1,47,11,8,15,1,1,0,1,1,16
1062,1,5,0,1,0,25,5,2,16,3,0,1,2,1,16
1065,1,1,25,1,3,45,7,4,12,1,0,1,1,1,18
1067,1,5,0,5,0,23,12,10,16,3,1,1,2,1,9
1068,1,3,20,3,4,57,3,1,14,1,0,0,2,1,15
1069,2,1,22,2,2,45,5,2,16,3,0,1,2,1,6
1070,1,3,23,3,2,38,10,7,12,1,1,1,2,1,6
1071,1,1,20,8,4,57,5,3,12,1,0,0,2,1,11
1072,2,5,0,3,0,30,11,8,14,1,3,1,1,1,5
1073,1,5,0,2,0,25,2,12,12,1,7,1,2,3,13
1075,3,5,0,5,0,42,3,12,17,3,1,1,2,1,9
1076,1,5,0,2,0,35,12,10,14,1,3,1,1,1,15
1077,1,1,21,3,1,30,6,3,12,1,1,1,2,1,12
1078,1,1,28,4,2,37,9,6,14,1,1,1,2,1,16
1081,1,1,25,9,1,40,2,12,12,1,0,1,2,1,15
1082,1,1,20,4,2,38,6,4,13,1,4,1,2,1,15
1083,1,1,20,5,2,68,11,9,12,1,8,8,1,1,18
1084,2,1,27,11,1,72,7,4,12,1,8,8,2,1,9
1085,1,1,21,3,2,35,11,8,16,3,4,3,1,1,18
1086,1,5,0,3,0,25,1,11,12,1,1,1,1,1,14
1087,1,1,24,3,0,25,9,6,11,1,0,0,2,1,14
1088,2,5,0,2,0,20,1,10,15,1,3,1,1,1,7
1089,1,2,27,7,1,55,4,1,12,1,0,8,2,1,12
1091,1,1,26,2,1,29,6,4,12,1,4,1,2,1,13
1092,3,1,18,5,2,44,9,6,9,0,0,0,1,1,14
1094,4,5,0,2,0,21,12,9,11,0,3,1,2,1,1
1095,2,1,25,4,3,34,3,12,16,3,8,1,2,1,15
1098,2,5,0,2,0,20,7,4,12,1,7,1,2,1,2
1099,1,1,36,4,0,43,3,12,12,1,1,1,1,1,12
1101,1,1,31,6,2,35,8,6,13,1,1,1,1,1,11
1103,1,1,21,3,2,36,6,3,14,1,2,1,2,1,11
1104,1,1,25,1,0,29,3,12,16,3,1,1,1,1,15
1105,2,5,0,3,0,23,6,3,16,2,1,1,2,3,10
1106,7,4,17,3,1,21,11,9,12,1,7,1,2,1,7
1107,2,1,19,2,1,28,3,12,16,2,7,0,2,1,5
1109,5,1,20,7,4,70,3,12,12,1,8,8,2,1,13
1110,2,1,21,3,2,39,2,11,12,0,8,0,2,1,3
1111,5,2,19,0,2,83,12,9,12,1,0,8,2,1,22
1112,2,5,0,2,4,31,10,7,12,1,8,0,2,3,6
1113,1,5,0,3,3,24,2,11,11,0,8,8,2,2,3
1115,2,1,20,2,2,51,9,6,14,1,0,1,2,1,1
1116,1,1,21,8,3,53,6,4,15,1,1,1,2,1,16
1118,1,3,17,2,1,37,7,5,12,1,1,0,2,1,15
1119,5,2,24,0,3,77,5,2,12,1,8,3,2,1,12
1120,1,1,22,1,3,46,2,11,12,1,1,1,2,1,15
1121,4,1,19,8,0,27,3,1,9,0,0,1,1,1,13
1123,1,3,29,2,1,39,12,9,12,1,1,8,1,1,17
1124,1,2,22,9,4,60,11,8,12,1,0,0,1,1,4
1125,1,5,0,3,1,28,10,7,12,1,1,1,1,1,18
1127,2,5,0,4,0,20,1,11,14,1,1,0,2,1,1
1129,1,1,32,4,2,58,5,2,12,1,0,0,1,1,16
1131,1,1,30,1,1,51,8,5,12,1,1,1,1,1,17
1132,1,1,18,3,3,50,5,2,16,3,0,1,2,1,18
1133,4,1,28,1,2,32,4,2,12,1,1,1,1,3,10
1135,2,3,19,5,3,48,1,11,12,1,7,2,2,1,13
1136,1,3,21,5,3,58,11,8,8,0,0,8,1,1,1
1138,1,5,0,6,0,34,9,6,12,1,8,1,2,1,15
1139,1,1,25,3,2,33,11,8,12,1,8,1,1,1,18
1141,1,1,27,3,3,42,8,6,12,1,0,0,1,1,14
1142,1,4,21,1,0,45,12,9,15,1,1,1,1,1,15
1143,1,1,22,3,2,32,11,9,12,1,0,0,2,1,13
1144,2,1,21,2,5,33,8,5,12,1,1,1,2,1,8
1146,1,1,20,8,6,29,4,2,12,1,0,1,1,1,21
1148,1,1,18,3,1,23,7,4,12,1,1,1,1,1,10
1149,6,1,16,4,2,25,3,1,13,1,1,0,2,1,9
1150,1,1,19,1,0,42,7,4,12,1,0,1,1,1,17
1152,3,4,22,8,1,36,7,5,11,0,0,0,2,1,10
1153,1,1,27,4,1,28,10,7,12,1,0,1,1,1,8
1157,2,1,27,1,2,40,4,1,17,3,3,3,2,1,3
1159,1,1,21,2,5,35,12,9,12,1,1,1,1,1,12
1164,1,3,29,1,1,45,1,10,14,2,1,1,2,1,16
1166,1,3,32,3,3,58,6,4,16,3,1,1,1,1,21
1167,1,1,26,1,3,58,1,11,16,4,4,1,1,1,21
1168,1,1,21,1,3,67,10,7,16,3,1,1,2,1,14
1171,1,5,0,5,0,44,11,9,12,1,8,1,2,2,12
1172,1,5,0,7,0,30,1,10,14,1,1,1,1,1,17
1173,1,5,0,2,0,34,6,3,16,3,4,4,2,1,15
1174,5,2,32,7,0,79,3,12,12,1,7,0,2,1,1
1175,1,3,20,2,2,45,2,12,13,1,1,1,1,1,17
1177,1,5,0,2,0,47,10,7,12,1,1,1,1,1,18
1178,2,1,18,2,4,50,4,1,12,1,1,0,2,1,8
1180,1,1,18,4,2,31,1,11,12,1,7,0,2,1,16
1182,1,1,23,4,0,25,8,5,16,3,7,1,1,1,17
1183,1,3,19,4,1,40,6,3,12,1,0,1,1,1,12
1185,1,3,18,4,0,49,11,9,12,1,1,0,2,1,15
1187,1,1,20,1,5,42,7,5,13,1,0,0,1,1,20
1188,1,1,21,2,0,42,5,2,10,0,0,0,2,1,7
1189,1,1,21,4,3,29,7,4,9,0,1,7,1,1,14
1190,2,5,0,2,0,19,7,4,11,0,2,2,1,1,2
1191,1,1,19,2,2,26,10,8,13,1,1,1,2,1,9
1192,1,3,26,2,1,60,12,9,14,2,1,1,1,2,9
1193,1,5,0,3,0,25,12,10,14,1,4,1,2,1,12
1194,1,1,38,3,0,44,8,5,17,3,4,1,1,1,17
1195,2,1,20,1,1,31,11,9,12,1,0,1,2,1,3
1197,1,1,21,8,3,38,2,12,12,1,1,1,1,1,16
1200,1,1,23,4,2,34,4,1,18,4,1,1,2,1,16
1203,2,1,20,1,2,79,2,12,12,1,0,0,2,1,22
1204,1,5,0,1,0,49,1,10,16,3,4,3,2,1,17
1205,1,1,32,3,0,33,3,12,19,4,4,1,1,1,11
1206,1,1,24,0,4,55,6,4,16,3,1,1,2,1,10
1208,1,5,0,1,0,21,11,8,12,1,1,1,1,1,10
1209,1,1,25,3,3,36,10,7,17,3,3,1,1,1,16
1211,2,1,22,3,4,59,7,4,16,3,7,0,1,1,12
1212,2,1,21,3,3,50,4,1,16,3,7,1,2,1,8
1215,1,1,21,9,3,31,2,12,12,1,7,0,1,2,14
1219,1,1,19,6,3,47,5,3,12,1,0,1,1,1,21
1220,1,3,21,2,3,38,4,1,8,0,0,0,1,1,10
1221,4,5,0,2,2,37,3,12,12,1,8,8,1,1,10
1222,1,4,99,8,2,49,12,10,7,0,0,0,1,1,12
1223,1,3,16,1,3,39,4,1,12,1,7,0,2,1,13
1226,2,1,25,2,1,28,5,2,16,3,3,1,2,1,3
1227,1,1,21,1,0,24,8,5,11,0,0,1,1,1,11
1230,1,1,21,3,2,37,1,11,12,1,1,1,1,1,14
1233,1,3,20,1,1,40,1,11,12,1,1,1,2,1,13
1234,1,5,0,1,0,26,11,8,14,2,3,3,1,1,13
1236,1,4,32,1,3,33,10,8,13,1,0,1,2,2,10
1237,1,3,19,1,4,50,9,6,12,1,1,1,2,1,16
1238,1,1,19,4,3,46,11,9,14,1,0,1,1,1,15
1239,1,1,19,4,4,60,9,6,13,2,0,0,1,1,15
1240,1,5,0,2,0,29,12,9,16,3,3,1,2,1,15
1241,2,1,19,2,1,22,4,1,12,1,0,0,2,1,8
1243,1,4,26,1,2,28,1,10,17,1,7,1,1,2,15
1244,1,5,0,2,0,29,1,10,16,3,1,3,1,1,16
1245,1,1,18,1,3,46,9,6,14,2,0,7,2,1,11
1246,4,1,16,1,2,25,3,1,13,1,0,0,1,1,9
1247,1,3,22,0,2,47,11,8,16,3,0,0,2,1,14
1250,1,1,18,0,2,36,9,6,8,0,0,0,1,1,10
1251,5,2,23,9,4,77,1,10,11,1,0,0,1,1,13
1252,1,1,23,3,2,37,12,9,10,1,0,1,1,1,14
1253,1,5,0,2,0,25,1,11,13,1,0,1,2,2,14
1255,1,1,21,1,1,40,12,9,18,4,4,1,1,1,19
1256,1,3,17,2,2,33,6,3,13,1,1,3,2,1,12
1257,1,1,21,1,2,39,7,4,12,1,0,1,2,1,17
1258,1,1,28,5,1,33,2,12,14,1,1,0,2,3,10
1259,1,1,24,4,1,26,4,1,12,1,2,2,1,1,14
1260,1,4,25,2,1,28,4,1,12,1,7,1,2,1,13
1262,1,1,27,2,2,33,4,1,16,3,4,1,1,1,15
1263,1,5,0,4,0,35,1,11,17,4,4,3,1,1,15
1266,1,1,19,3,3,49,7,5,15,1,1,0,2,1,22
1269,2,1,27,3,0,28,8,5,18,1,7,1,1,1,1
1270,5,2,25,6,1,71,10,8,6,0,0,0,2,2,2
1273,1,5,0,4,0,35,6,3,9,1,0,0,1,2,15
1274,1,1,22,2,1,46,2,11,14,2,1,1,1,1,22
1275,4,2,28,2,1,58,3,12,18,3,1,1,1,1,10
1278,1,1,19,4,2,42,11,9,11,0,1,1,1,1,6
1281,7,4,16,2,1,38,2,12,10,0,0,1,2,1,7
1282,3,1,17,3,3,48,3,12,11,1,0,0,2,1,10
1283,7,1,24,2,2,34,9,6,12,1,3,1,2,1,4
1286,1,1,21,3,1,23,4,1,14,1,3,3,1,2,13
1288,1,1,22,2,2,37,4,2,13,1,4,2,1,2,12
1289,1,3,26,1,1,34,7,5,14,1,0,1,1,1,16
1290,1,5,0,2,0,26,3,12,14,1,1,1,1,1,13
1291,2,3,29,4,2,58,12,9,13,1,7,4,1,1,11
1295,1,3,25,1,0,31,3,12,20,4,1,1,1,1,21
1299,1,1,18,2,3,53,8,5,18,4,1,1,2,1,18
1301,2,5,0,2,1,26,5,3,12,1,7,0,1,1,13
1302,1,1,22,1,0,25,4,1,12,1,1,0,1,1,12
1303,1,1,17,2,2,37,1,11,13,1,7,1,2,1,13
1305,1,1,21,0,2,58,3,1,14,1,1,1,1,1,11
1306,1,5,0,1,0,25,10,7,16,3,1,2,2,1,11
1309,1,1,23,2,2,33,1,10,10,0,0,0,1,1,14
1310,6,5,0,3,0,24,3,12,15,1,4,1,1,1,14
1313,1,1,18,3,2,41,6,3,15,1,1,0,2,1,19
1315,1,1,19,3,1,30,9,6,12,1,1,0,1,1,10
1319,2,1,29,5,0,39,11,8,12,1,0,0,2,1,1
1323,5,1,22,9,5,66,11,8,13,1,0,0,1,1,3
1325,1,3,20,4,2,59,1,11,12,1,1,1,1,1,13
1327,1,5,0,3,0,33,6,3,14,1,3,1,1,1,13
1329,4,1,27,3,2,52,10,7,12,1,7,1,1,1,15
1330,2,1,20,1,0,21,7,4,15,1,1,1,2,1,6
1331,1,3,17,1,3,46,7,4,20,4,1,1,2,1,19
1332,1,1,20,2,0,25,7,5,17,1,1,1,1,1,13
1333,1,1,25,5,2,36,5,3,16,3,1,1,1,1,20
1335,1,3,25,1,1,47,11,8,12,1,0,1,1,1,13
1336,1,3,25,1,0,28,2,11,10,0,1,1,1,1,9
1337,1,3,16,1,1,28,10,7,12,1,1,2,2,1,6
1338,1,3,20,2,0,40,3,12,12,1,7,1,2,1,12
1340,7,3,24,3,2,28,11,9,10,1,3,1,2,1,5
1347,1,5,0,8,0,35,8,5,15,1,7,1,1,1,4
1348,1,1,41,2,0,63,5,2,16,3,0,0,2,1,16
1349,1,5,0,3,0,49,7,4,14,1,3,1,2,1,11
1350,1,5,0,3,0,35,2,11,14,2,1,2,1,1,13
1351,6,5,0,2,0,33,6,4,16,1,1,7,2,1,7
1353,1,5,0,2,0,32,6,3,16,1,1,1,1,1,8
1354,1,3,20,0,0,42,8,5,19,4,1,1,2,1,13
1355,1,3,27,2,2,40,8,5,15,1,1,1,1,2,22
1357,1,4,18,7,1,38,12,10,13,1,7,0,1,2,10
1358,4,1,19,5,1,36,4,1,8,0,0,0,1,1,2
1359,1,5,0,1,1,23,3,1,13,1,1,2,2,1,5
1360,1,5,0,1,0,30,1,10,12,1,1,1,1,1,9
1361,1,5,0,3,0,29,2,11,12,1,1,1,2,1,12
1362,1,5,0,3,0,37,12,9,13,1,0,0,2,1,10
1363,1,1,18,5,2,40,11,9,12,1,0,1,1,1,12
1364,7,1,19,2,3,52,11,8,14,1,0,1,2,1,12
1366,1,1,26,3,0,29,2,12,12,1,0,0,2,1,14
1367,1,1,28,1,3,59,5,2,12,1,0,1,1,1,13
1369,1,1,23,3,1,35,8,5,18,3,3,2,2,1,17
1370,4,1,25,8,2,32,7,4,9,1,0,2,2,1,2
1371,2,5,0,1,0,23,2,12,16,1,1,1,1,1,8
1372,1,1,20,1,2,50,4,1,18,4,9,9,2,3,14
1373,1,1,21,4,2,43,6,4,16,3,2,7,1,1,16
