GEO_NAME,areatype,pop_size,division,region,commute,hh_chil,edu_hs,edu_coll,income,income2,no_car,female,age,senior,white,black,indian,asian,hawaiian,other,hispanic
"Paducah, KY-IL  Micro Area",1,96913,4,2,18.7,28.6,86.3,20.5,41127,41.127,7.6,52.9,41.1,17.4,90.7,11,1.2,1,-999999999,-999999999,.4
"Palatka, FL  Micro Area",1,72893,9,4,28,26.8,80.7,10.8,30278,30.278,6.6,50.5,41.7,19.8,79.3,17.5,.6,-999999999,-999999999,3,9
"Palm Bay-Melbourne-Titusville, FL  Metro Area",2,536357,9,4,22.6,24.5,90.7,25.1,45391,45.391,4.7,50.8,44.8,20.8,86.5,10.6,.8,2.9,.1,1.8,7.3
"Palm Coast, FL  Metro Area",2,91622,9,4,25.3,23.5,91,21.7,50180,50.18,2.5,52.6,47.8,24.7,84.3,11.8,-999999999,2.6,-999999999,3.5,8.2
"Panama City-Lynn Haven-Panama City Beach, FL  Metro Are",2,164767,9,4,21,26.8,84.3,19.3,44357,44.357,4.5,50.7,38,14.8,85,12.6,1.9,2.8,-999999999,.9,3.8
"Parkersburg-Marietta-Vienna, WV-OH  Metro Area",2,159754,4,2,19.5,28.6,88,17.1,39370,39.37,7.4,51.5,41.8,17.2,98.3,1.8,1.1,.7,-999999999,.4,.9
"Pascagoula, MS  Metro Area",2,155603,8,4,25.7,36.5,85.9,16.2,48036,48.036,3.7,49.5,35.3,11.8,75.4,22.6,.6,2.4,-999999999,.5,3.4
"Pendleton-Hermiston, OR  Micro Area",1,83146,1,1,17,31.2,80.6,16,49668,49.668,6.5,47.3,36.2,11.9,93.1,.8,5.5,1.9,-999999999,2.4,19.6
"Pensacola-Ferry Pass-Brent, FL  Metro Area",2,455102,9,4,24.1,28.1,87.3,23.1,45534,45.534,6.8,50.2,37.1,13.9,79.1,17.9,2,3.3,.3,1.3,4
"Peoria, IL  Metro Area",2,375779,4,2,19.9,26.4,90.6,25.8,49863,49.863,7.2,51.2,38.1,14.6,89.3,9.9,.7,1.9,-999999999,.7,2.2
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD  Metro Area",2,5968252,5,3,28,30,88.2,32.3,60065,60.065,13.6,51.7,38,13.3,71.9,21.6,.7,4.9,0,2.9,7.1
"Phoenix-Mesa-Scottsdale, AZ  Metro Area",2,4364094,2,1,25.6,32.3,84.6,27.3,52796,52.796,6.5,49.4,33.7,11.4,84,5.5,2.9,3.7,.3,6.6,31.7
"Pine Bluff, AR  Metro Area",2,101134,7,4,24.4,30.8,79.4,15.5,33226,33.226,7.7,47.8,36.8,13.2,51,47.9,.6,1,-999999999,1.5,2
"Pittsburgh, PA  Metro Area",2,2354957,5,3,25.4,24.7,91,27.9,46349,46.349,11.8,51.8,42.3,17.3,89.9,8.9,.5,1.8,0,.4,1.2
"Pittsfield, MA  Metro Area",2,129288,6,3,20.2,23.5,90.1,28,42290,42.29,11.4,52.1,44.3,18.4,95.3,2.9,.8,1.8,-999999999,.6,2.7
"Plattsburgh, NY  Micro Area",1,81618,5,3,17.9,27.9,83.7,20.3,46660,46.66,8.7,49.5,38.2,13.5,94.4,4,1.3,1.3,-999999999,1,2.8
"Pocatello, ID  Metro Area",2,91343,4,2,18,32.5,90.1,24.4,45418,45.418,3.7,50.9,30,10.7,92.4,1,4.2,2.3,-999999999,2.8,9.9
"Ponce, PR  Metro Area",2,262414,10,5,23.5, , , ,16636,16.636,19.8,51.1,34.9,13.4,87.1,21.6,.2,.2,-999999999,9.2,99.3
"Port Angeles, WA  Micro Area",1,71413,1,1,18.8,23.1,89.1,20.5,42583,42.583,3.8,51.3,49.2,23.6,92.9,.8,7.4,2.2,-999999999,.4,5.1
"Port St. Lucie, FL  Metro Area",2,406296,9,4,25.8,23.5,85.6,22,46186,46.186,4.6,51,44.6,22.6,81.3,14.5,.9,1.8,-999999999,3.9,14.1
"Portland-South Portland-Biddeford, ME  Metro Area",2,516826,6,3,23.3,26.6,92.5,34.4,53849,53.849,5.8,51.4,41.2,14.5,96.2,2.1,1.1,1.7,.1,.4,1.7
"Portland-Vancouver-Beaverton, OR-WA  Metro Area",2,2241913,1,1,24.8,30.4,90.1,33.9,55521,55.521,7.8,50.3,36.4,10.8,86.3,3.8,2.3,6.7,.7,4.4,10.6
"Portsmouth, OH  Micro Area",1,76334,4,2,23.2,25.4,81.6,15.1,29665,29.665,7.4,51.2,38.2,15.1,95.3,3.6,.9,.9,-999999999,.7,1.1
"Pottsville, PA  Micro Area",1,146952,5,3,25.1,26,82.7,13.4,41503,41.503,11.3,49.2,43.1,18.4,96.7,3.3,.4,.5,-999999999,.6,2.3
"Poughkeepsie-Newburgh-Middletown, NY  Metro Area",2,677094,5,3,32.2,35.2,88,30.1,69148,69.148,7.9,49.7,38.1,11.5,81.2,11.4,1,3.4,-999999999,5.9,13.7
"Prescott, AZ  Metro Area",2,215686,2,1,20.5,18,90.5,23.1,40402,40.402,3.5,51.3,48.9,23.6,94.2,1.3,3.1,1.5,-999999999,2.8,13.2
"Providence-New Bedford-Fall River, RI-MA  Metro Area",2,1600642,6,3,24.3,28.5,83.3,28.2,54202,54.202,8.8,51.5,39.6,14.2,87,6.1,.8,2.9,0,5.4,9.7
"Provo-Orem, UT  Metro Area",2,554965,2,1,20.9,47.5,93.2,33.3,57476,57.476,3.6,50.2,23.3,6.5,93.2,.9,1.2,2.2,1.1,3.8,9.7
"Pueblo, CO  Metro Area",2,157224,2,1,21.1,26.6,85.8,22.4,38780,38.78,6.7,51.5,38.1,14.9,87.5,2.9,3.3,1.5,-999999999,9.1,39.5
"Punta Gorda, FL  Metro Area",2,156952,9,4,24.1,16.7,86.7,22.6,40362,40.362,6.2,51.6,55.5,34.6,93.1,6.2,1,1.8,-999999999,.5,5.1
"Quincy, IL-MO  Micro Area",1,78058,4,2,16.7,30.2,89.3,21.7,39804,39.804,7.5,50.9,40.1,17.1,95.5,4.7,.2,-999999999,-999999999,.5,.9
"Racine, WI  Metro Area",2,200601,4,2,22.6,29.2,86.7,22.3,51743,51.743,7.4,50.4,38.4,12.9,85.3,11.4,1.3,1.1,-999999999,3.1,10.7
"Raleigh-Cary, NC  Metro Area",2,1125827,9,4,24.3,34.5,89.4,42.2,59316,59.316,4.2,50.5,34.5,8.6,72.3,20.7,1,4.4,0,3.6,9.3
"Rapid City, SD  Metro Area",2,124766,3,2,18.4,30.2,92.8,24.7,46243,46.243,4.6,50.6,36.6,13.4,89.4,2.1,8.5,2.2,-999999999,1.8,4.1
"Reading, PA  Metro Area",2,407125,5,3,24,31.4,84.3,21.5,53485,53.485,6.3,50.7,39.1,14.3,86.3,5.9,.6,1.6,-999999999,8.1,14.9
"Redding, CA  Metro Area",2,181099,1,1,19,28.3,87.8,20.2,42889,42.889,6.9,51.1,41.2,15.8,91.9,2.1,4.7,3.3,.4,2.7,8.1
"Reno-Sparks, NV  Metro Area",2,418551,2,1,21,29.4,86.5,25.9,52737,52.737,8.2,49.3,36.4,12.2,84.8,2.9,2.7,6.4,.8,5.8,21.6
"Richmond-Berea, KY  Micro Area",1,98667,8,4,23.3,26.7,80.6,22.1,38628,38.628,7.8,51.3,34,11.6,95.7,3,2.3,.9,-999999999,1.1,1.3
"Richmond, IN  Micro Area",1,67552,4,2,18.7,29.1,80.8,16.3,39598,39.598,9.8,53.1,41,16.9,94.6,6.1,1,-999999999,-999999999,1.3,2.3
"Richmond, VA  Metro Area",2,1235458,9,4,24.9,30.6,85.4,31.4,55609,55.609,7.2,51.8,37.3,11.9,65.9,31,1,3.1,.1,1.2,4.2
"Riverside-San Bernardino-Ontario, CA  Metro Area",2,4143113,1,1,30,39,78.6,19.2,53815,53.815,5.2,49.9,32.1,10.1,68.1,8.6,2.1,6.7,.4,18.2,46.3
"Roanoke Rapids, NC  Micro Area",1,74718,9,4,22.5,22.8,73.8,10.3,29102,29.102,12.9,51.5,41.9,16.8,42.8,56.4,4.5,-999999999,-999999999,-999999999,1
"Roanoke, VA  Metro Area",2,299521,9,4,21.4,26.9,85.9,24,46326,46.326,7.4,52.4,40.8,16.6,85.8,13.4,.5,1.4,-999999999,.6,2.5
"Rochester, MN  Metro Area",2,185618,3,2,18.4,32.4,94.3,37.3,62465,62.465,4.9,50.6,37.1,12.8,91.6,3.5,.5,4.6,-999999999,.8,2.9
"Rochester, NY  Metro Area",2,1035566,5,3,20.3,28.5,88.6,31.7,50346,50.346,9.6,50.9,39.6,13.9,84.1,12.4,.6,2.5,-999999999,2.1,5.4
"Rockford, IL  Metro Area",2,353722,4,2,24.1,31,84.8,21.1,45728,45.728,8.2,49.9,38,13,85.7,11.1,.8,2.2,-999999999,2.5,12
"Rocky Mount, NC  Metro Area",2,146596,9,4,20.2,27.5,80.7,16.8,36420,36.42,12.9,52.5,39,13.8,53.2,44.4,1.1,.7,-999999999,2.9,4.8
"Rome, GA  Metro Area",2,96250,9,4,23.2,34.5,75.9,18.7,38957,38.957,7.5,50.7,36.3,14.3,81,14,.7,1.9,-999999999,3.8,8.4
"Roseburg, OR  Micro Area",1,103205,1,1,18.6,22.8,86.7,16.6,39076,39.076,4.8,50.7,45.7,20.8,95.6,.7,3.4,1.3,.3,.9,4.3
"Roswell, NM  Micro Area",1,63622,2,1,16.4,27.8,76.3,16,35043,35.043,6.7,50.9,31.5,14.9,84.9,1.4,9.1,2.1,-999999999,11.7,48.3
"Russellville, AR  Micro Area",1,82710,7,4,20.8,34.7,78,16.5,37989,37.989,3.6,50.8,36.6,13.4,91.1,3,1.5,.8,-999999999,4.8,11.5
"Sacramento--Arden-Arcade--Roseville, CA  Metro Area",2,2127355,1,1,25.6,32.2,87,29.7,57361,57.361,6.5,50.6,35.9,11.9,72,8.7,2.6,13,.9,8,19.3
"Saginaw-Saginaw Township North, MI  Metro Area",2,200050,4,2,20.1,28,86.2,18.4,39200,39.2,9,51.9,39.9,15,79.1,19.3,1.7,1.3,-999999999,2.2,7.5
"Salem, OR  Metro Area",2,396103,1,1,22.9,30.4,83.8,21.1,44915,44.915,6.2,49.7,35.4,13.5,87,1.5,3,2.6,.8,8.7,20.9
"Salinas, CA  Metro Area",2,410370,1,1,22.5,38.3,69.4,21.5,58448,58.448,5.5,47.8,32.4,10.3,76.3,4.2,2.1,7.5,.6,13.2,53.9
"Salisbury, MD  Metro Area",2,120181,9,4,23,30.3,84.6,21.4,45817,45.817,8.6,50.7,36.3,13.9,70.8,28.2,1.1,1.9,-999999999,.7,3.5
"Salisbury, NC  Micro Area",1,140798,9,4,23,28.2,80.2,17.9,43578,43.578,6,50.7,39.1,14.9,80.6,16.2,.8,1.1,-999999999,2.8,6.8
"Salt Lake City, UT  Metro Area",2,1130293,2,1,22.1,36.2,88.9,29.7,57138,57.138,5.3,49.3,30.9,8.6,89.8,2.2,1.4,3.7,1.6,3.7,16
"San Angelo, TX  Metro Area",2,110409,7,4,15.9,27.3,80.6,20.2,40807,40.807,8,51.3,33.5,13.7,88.8,4.8,1.5,1.3,-999999999,6.5,34.9
"San Antonio, TX  Metro Area",2,2073092,7,4,25.1,33.1,81.5,24.8,47955,47.955,7,51,33.7,11.2,79,7.2,1.7,2.4,.2,12.4,53.4
"San Diego-Carlsbad-San Marcos, CA  Metro Area",2,3053793,1,1,23.9,31.3,85.4,34.6,60231,60.231,6.2,49.8,34.7,11.4,77.4,5.8,1.8,12.2,.8,6.4,31.3
"San Francisco-Oakland-Fremont, CA  Metro Area",2,4317853,1,1,28.6,28.1,86.9,43.5,73825,73.825,12,50.2,38.2,12.4,60.4,9.6,1.4,24.5,1.1,7.9,20.7
"San Germán-Cabo Rojo, PR  Metro Area",2,147435,10,5,24.2, , , ,15431,15.431,19.5,51.9,37.8,16.4,96.9,2.6,-999999999,-999999999,-999999999,1.1,99.4
"San Jose-Sunnyvale-Santa Clara, CA  Metro Area",2,1839883,1,1,24.1,35.8,85.4,43.3,84483,84.483,5.3,48.9,35.7,10.8,55,3.2,1.4,32.4,.6,12,27.1
"San Juan-Caguas-Guaynabo, PR  Metro Area",2,2618532,10,5,30.8, , , ,20541,20.541,19.5,52.4,36.4,14,82.5,21.2,.4,.5,-999999999,8.6,98.8
"San Luis Obispo-Paso Robles, CA  Metro Area",2,266971,1,1,19.9,24.5,88.9,30.1,56661,56.661,4.9,48.6,39.3,14.9,87.8,2.5,2.3,4.2,.2,7,19.6
"Sandusky, OH  Metro Area",2,76963,4,2,17.4,23.7,89.2,21.1,43099,43.099,8,51.1,43.9,17.7,90.4,10.2,-999999999,.6,-999999999,1,2.7
"Santa Barbara-Santa Maria-Goleta, CA  Metro Area",2,407057,1,1,18.8,28.7,79.3,31.5,59051,59.051,6.5,49.3,33.2,13,80.4,3,2.2,5.5,.3,12.1,40.4
"Santa Cruz-Watsonville, CA  Metro Area",2,256218,1,1,25.2,27.4,84.7,38.4,61499,61.499,6,50,37.1,11,87.6,1.5,2,5.4,.7,8.1,30.2
"Santa Fe, NM  Metro Area",2,147532,2,1,22.1,21.2,85,38.7,52684,52.684,4.8,50.6,40.6,14.6,87.2,1.9,3.9,1.8,-999999999,7,50.6
"Santa Rosa-Petaluma, CA  Metro Area",2,472102,1,1,25.5,28.1,86.2,32.6,62368,62.368,5.1,50.4,39.4,13.6,85.4,2.3,2.5,5.3,-999999999,7.7,23.6
"Savannah, GA  Metro Area",2,343092,9,4,22.7,29.7,88.3,26.5,45021,45.021,7,51.7,34,11.6,62.8,34.9,.4,2.3,-999999999,1.1,3.2
"Scranton--Wilkes-Barre, PA  Metro Area",2,550274,5,3,21.5,25.7,88,22.4,41823,41.823,11,51.8,42,17.8,94.6,3.7,.4,1.1,-999999999,1.3,4.4
"Seaford, DE  Micro Area",1,192747,9,4,23.1,21.3,88.4,23.7,50729,50.729,3.9,51.5,44.9,21.3,82,14,1,1.1,-999999999,4.8,7.2
